labels,entities
"['Industry', 'Position', 'Position', 'Industry', 'Industry', 'Competency', 'Academic Discipline', 'Education Level']","['insurance', 'marketing specialist', '`marketingspecialist', ""master's degree"", 'communication skills', 'team player', 'banners', 'psychology']"
"['Position', 'Position', 'Management', 'Work Activity', 'Position', 'Industry', 'Position']","['psychology', 'masters degree', 'planning', 'senior researcher', 'transportation', 'management', 'linguistics']"
"['Industry', 'Position', 'Position', 'Industry', 'Industry', 'Industry']","['sales manager', 'insurance', 'sales', '`salesmanager', 'team player', 'communications']"
"['Business Function', 'Academic Discipline', 'Industry', 'Education Level', 'Soft Skill', 'Solution', 'Industry']","['market research', 'insurance', 'analysis', 'sales', 'university degree', 'communication skills', 'ms office']"
"['Position', 'Position', 'Position', 'Industry', 'Position', 'Industry', 'Solution', 'Solution', 'Soft Skill']","['hr', 'negotiation', 'sense of responsibility', 'ms word', 'teamwork', 'ms office', 'software', 'excel', 'accountant']"
"['Position', 'Industry', 'Position', 'Industry', 'Position', 'Platform', 'Competency', 'Business Function', 'Industry', 'Position', 'Work Activity', 'Programming Language', 'Programming Language']","['hr', 'relational databases', 'mobile applications', 'windows', 'documenting', 'c++', 'quality assurance engineer', 'software', 'application support', 'html', 'tester', 'qa engineer', 'java-script']"
"['Position', 'Position', 'Position']","['executive assistant', 'transportation', 'director']"
"['Industry', 'Position', 'Position', 'Management', 'Academic Discipline', 'Education Level', 'Academic Discipline', 'Solution', 'Certificate', 'Certificate', 'Certificate', 'Standard/Technology', 'Solution', 'Platform', 'Platform', 'Platform']","['it director', 'ccnp', 'cisco', 'ccie', 'analysis', 'interpersonal skills', 'university degree', 'ccna', 'windows', 'sense of responsibility', 'unix', 'linux', 'tcp/ip', 'electronic engineering', 'management', 'communications']"
"['Industry', 'Position', 'Position', 'Industry', 'Position', 'Programming Language', 'Programming Language', 'Education Level', 'Academic Discipline', 'Standard/Technology', 'Platform']","['hr', 'university degree', 'sense of responsibility', 'telecommunications engineering', 'telecommunication', 'banking', 'senior specialist', 'systems administrator', 'tcp/ip', 'windows os', 'swift']"
"['Industry', 'Industry', 'Soft Skill', 'Industry', 'Industry', 'Education Level', 'Academic Discipline', 'Platform']","['hr', 'university degree', 'sense of responsibility', 'telecommunications engineering', 'software', 'banking', 'problems solving', 'windows os']"
"['Position', 'Education Level', 'Academic Discipline', 'Standard/Technology', 'Platform', 'Industry', 'Soft Skill', 'Business Function']","['hr', 'general specialist', 'university degree', 'sense of responsibility', 'telecommunications engineering', 'banking', 'tcp/ip', 'windows os']"
"['Industry', 'Academic Discipline', 'Industry', 'Academic Discipline', 'Industry']","['analysis', 'military', 'government', 'defense', 'communications']"
"['Industry', 'Position', 'Business Function', 'Academic Discipline', 'Industry']","['market research', 'analysis', 'sales', 'marketing officer', 'transportation']"
"['Position', 'Industry']","['transportation', 'chief accountant']"
"['Industry', 'Education Level', 'Solution', 'Business Function', 'Industry']","['hr', 'university degree', 'telecommunication', 'excel', 'communications']"
"['Soft Skill', 'Soft Skill']","['responsibility', 'mental problems']"
"['Position', 'Education Level', 'Position', 'Solution', 'Management', 'Management', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Solution', 'Business Function']","['organizational skills', 'hr', 'sense of responsibility', 'ms word', 'teamwork', 'communication skills', 'ms office', '`lawye', ""bachelor's degree"", 'management', 'lawyer']"
"['Industry', 'Work Activity', 'Management', 'Industry', 'Position', 'Management', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Management', 'Work Activity', 'Management']","['organizational skills', 'hr', 'director', 'project management', 'sense of responsibility', 'communication skills', 'government', 'organizing', 'planning', 'transportation', 'management', 'creative thinking']"
"['Industry', 'Education Level', 'Soft Skill']","['university degree', 'software', 'communication skills']"
"['Position', 'Soft Skill', 'Education Level', 'Business Function', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill']","['professionalism', 'project coordinator', 'analysis', 'newsletter', 'university degree', 'sense of responsibility', 'written and oral communication', 'public relations', 'interpersonal skills']"
"['Management', 'Management', 'Management', 'Academic Discipline', 'Soft Skill', 'Work Activity', 'Management', 'Soft Skill', 'Soft Skill', 'Soft Skill']","['organizational skills', 'hr', 'analysis', 'project management', 'sense of responsibility', 'communication skills', 'planning', 'presentation', 'creative thinking', 'management']"
['Soft Skill'],['communication skills']
"['Industry', 'Solution']","['ms office', 'hospitality']"
"['Position', 'Programming Language', 'Database', 'Standard/Technology', 'Programming Language', 'Database', 'Programming Language', 'Standard/Technology', 'Programming Language', 'Business Function', 'Programming Language', 'Database']","['mysql', 'xml', 'cms', 'php', 'ajax', 'software development', 'communication skills', 'team player', 'web development', 'software developer', 'sql', 'javascript']"
"['Position', 'Position', 'Competency', 'Soft Skill', 'Industry', 'Solution']","['designer', 'graphic design', 'sense of style', 'software', 'adobe photoshop', 'adobe illustrator']"
"['Competency', 'Position', 'Competency', 'Position', 'Solution', 'Competency', 'Programming Language', 'Solution', 'Programming Language', 'Position', 'Solution', 'Solution']","['css', 'positive attitude', 'designer', 'web design', 'c', 'mathematics', 'graphic design', 'flash', 'html', 'adobe photoshop', 'adobe illustrator', 'web developing']"
"['Position', 'Position', 'Position', 'Management', 'Management', 'Academic Discipline', 'Academic Discipline', 'Education Level', 'Position', 'Position', 'Work Activity', 'Academic Discipline']","['hr', 'masters degree', 'chief accountant', 'analysis', 'microsoft office', 'written communication', 'statistics', 'software', 'organizing', 'leadership', 'management', 'information processing']"
"['Industry', 'Position', 'Position', 'Industry', 'Position', 'Industry', 'Management', 'Management', 'Academic Discipline', 'Management']","['analysis', 'sales', 'project management', 'multimedia', 'negotiation', 'marketing manager', 'management', 'project manager', 'communications', 'telecom']"
"['Programming Language', 'Position', 'Industry', 'Management', 'Industry']","['insurance', 'c', 'chief accountant', 'software', 'management']"
"['Industry', 'Position', 'Position', 'Industry', 'Industry', 'Industry', 'Industry', 'Soft Skill', 'Industry', 'Management', 'Industry', 'Management', 'Industry', 'Industry', 'Industry', 'Industry']","['sales manager', 'sales', 'responsibility', 'university degree', 'interpersonal skills', 'negotiation', 'retail', 'government', 'team player', 'relationship management', 'technology', 'staffing', 'leadership', 'management', 'account management', 'communications']"
"['Position', 'Business Function', 'Competency', 'Industry', 'Solution', 'Solution', 'Solution']","['designer', 'written communication', 'web development', 'flash', 'software', 'banners', 'adobe photoshop']"
"['Industry', 'Industry', 'Position', 'Position', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry', 'Industry']","['sales', 'manager', 'university degree', 'communications manager', 'interpersonal skills', 'negotiation', 'distribution', 'business management', 'leadership', 'media', 'management', 'communications']"
"['Work Activity', 'Industry', 'Education Level', 'Work Activity']","['organizational skills', 'university degree', 'technology', 'planning']"
"['Position', 'Management']","['management', 'program administrator']"
"['Position', 'Industry', 'Industry', 'Education Level', 'Industry', 'Industry', 'Industry', 'Industry', 'Management']","['organizational skills', 'insurance', 'decision making', 'sales', 'university degree', 'telecommunication', 'ms office', 'direct-sales specialist', 'consumer goods']"
"['Management', 'Academic Discipline', 'Academic Discipline', 'Academic Discipline', 'Industry', 'Industry', 'Academic Discipline', 'Position', 'Education Level']","['knowledge management', 'director', ""master's degree"", 'government', 'software', 'healthcare', 'management', 'communications', 'information systems']"
"['Position', 'Industry', 'Business Function', 'Management', 'Industry']","['insurance', 'human resource', 'software', 'management', 'accountant']"
"['Position', 'Work Activity', 'Competency', 'Competency', 'Programming Language', 'Programming Language', 'Solution', 'Solution', 'Solution', 'Solution', 'Solution', 'Industry', 'Soft Skill', 'Soft Skill', 'Industry']","['website design', 'designer', 'dreamweaver', 'icons', 'photoshop', 'communication skills', 'flash', 'html', 'software', 'team player', 'planning', 'javascript', 'adobe creative suite', 'media', 'illustrator']"
"['Position', 'Programming Language', 'Database', 'Work Activity', 'Competency', 'Programming Language', 'Database', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Standard/Technology', 'Standard/Technology', 'Soft Skill']","['mysql', 'css', 'website design', 'xml', 'php', 'ajax', 'communication skills', 'team player', 'html', 'web developer', 'planning', 'javascript', 'content management systems', 'media']"
"['Position', 'Industry', 'Solution', 'Solution']","['ms office', 'software', 'excel', 'accountant']"
"['Position', 'Management', 'Industry', 'Position', 'Industry', 'Work Activity', 'Industry', 'Education Level', 'Management', 'Work Activity', 'Management']","['project coordinator', 'hr', 'university degree', 'sense of responsibility', 'communication skills', 'government', 'teamwork', 'software', 'planning', 'principal', 'management']"
"['Position', 'Management', 'Work Activity', 'Industry', 'Industry', 'Industry', 'Management', 'Work Activity']","['programming', 'masters degree', 'director', 'project management', 'government', 'software', 'planning', 'management']"
"['Position', 'Position', 'Industry', 'Industry', 'Industry', 'Education Level', 'Platform', 'Solution']","['hr', 'university degree', 'windows', 'ms office', 'software', 'distribution', 'marketing manager', 'media']"
"['Academic Discipline', 'Education Level', 'Academic Discipline', 'Solution', 'Solution', 'Soft Skill']","['masters degree', 'analysis', 'ms word', 'communication skills', 'excel', 'math']"
